"1539","4944937","ITV","001","2017/6/16 19:22:46","2017/6/16 19:23:11","N"
"1540","1087304","ITV","000","2017/6/26 13:22:57","2017/6/26 13:30:01","N"
"1541","1087304","ITV","000","2017/6/26 13:24:58","2017/6/26 13:30:02","N"
"1542","1087304","ITV","000","2017/6/26 13:29:54","2017/6/26 13:31:02","N"
"1543","998075","LN","013","2017/6/26 13:49:41","","X"
"1544","1031648","ITV","003","2017/6/30 13:20:30","",""
